Species_clean	tip_label	Directory Name	assembly	assem	Assembly name	NCBI accession	Taxonomic Lineage	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with missing sequences	PGA_all_CN	PGA_all_log1p	PGA_CN_primary	PGA_log1p	PGA_like_CN_primary	PGA_like_log1p	PAG_CN_primary	PAG_log1p	all	pga	pga_like	pag	Diet_Class	Diet_Group	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	plant_total_pct	plant_total_prop	plant_structural_prop	animal_total_pct	BodyMass-Value	log10_body_mass	Species	Common name	Other species names	Species Taxonomy ID	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	No. ancestral genes with inactivating mutations	Scientific	Scientific_clean	High_Order_Diet	Use_High_Order_Diet	plant_dominant_pct	carnivore_pct	insectivore_pct	nectarivore_pct	plant_dominant_prop	carnivore_prop	insectivore_prop	nectarivore_prop	diet_total_pct	CNV_source_col	CNV	CNV_log1p
Marmota flaviventris	Marmota_flaviventris	Marmota_flaviventris__Yellow-bellied_marmot__HLmarFlav2A__GCF_047511675.1	Marmota_flaviventris__Yellow-bellied_marmot__HLmarFlav2A__GCF_047511675.1	Marmota_flaviventris__Yellow-bellied_marmot__HLmarFlav2A__GCF_047511675.1	HLmarFlav2A	GCF_047511675.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	52587502	136846803	15002	9	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	30	40	100	1	0.4	0	3349.96	3.52503962140013	Marmota flaviventris	Yellow-bellied marmot	Arctomys flaviventer	93162	NCBI	mMarFla1.hap1	Chromosome	2025-02-10	Vertebrate Genomes Project	185	Marmota flaviventris	Marmota flaviventris	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Marmota himalayana	Marmota_himalayana	Marmota_himalayana__Himalayan_marmot__HLmarHim1__GCA_005280165.1	Marmota_himalayana__Himalayan_marmot__HLmarHim1__GCA_005280165.1	Marmota_himalayana__Himalayan_marmot__HLmarHim1__GCA_005280165.1	HLmarHim1	GCA_005280165.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	102162	1497034	13817	725	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	30	40	100	1	0.4	0	5000	3.69897000433602	Marmota himalayana	Himalayan marmot		93163	NCBI	ASM528016v1	Scaffold	2019-05-10	Xian Jiaotong University Health Science Center	654	Marmota himalayana	Marmota himalayana	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Ctenodactylus gundi	Ctenodactylus_gundi	Ctenodactylus_gundi__Northern_gundi__HLcteGund2A__GCA_048771875.1	Ctenodactylus_gundi__Northern_gundi__HLcteGund2A__GCA_048771875.1	Ctenodactylus_gundi__Northern_gundi__HLcteGund2A__GCA_048771875.1	HLcteGund2A	GCA_048771875.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Ctenodactylidae; Ctenodactylus	38834406	108787391	14791	33	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	289	2.46089784275655	Ctenodactylus gundi	Northern gundi	gundi	10166	NCBI	mCteGun2.hap1	Chromosome	2025-03-21	Vertebrate Genomes Project	372	Ctenodactylus gundi	Ctenodactylus gundi	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Dipodomys merriami	Dipodomys_merriami	Dipodomys_merriami__Merriams_kangaroo_rat__HLdipMer1__GCA_024711535.1	Dipodomys_merriami__Merriams_kangaroo_rat__HLdipMer1__GCA_024711535.1	Dipodomys_merriami__Merriams_kangaroo_rat__HLdipMer1__GCA_024711535.1	HLdipMer1	GCA_024711535.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Heteromyidae; Dipodomyinae; Dipodomys	7443915	13535215	14791	66	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	20	0	0	0	0	0	20	0	30	30	80	0.8	0.3	20	42	1.6232492903979	Dipodomys merriami	Merriams kangaroo rat		94247	NCBI	mDipMer1.0.p	Scaffold	2022-08-18	UCLA	339	Dipodomys merriami	Dipodomys merriami	Omnivore	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Dipodomys spectabilis	Dipodomys_spectabilis	Dipodomys_spectabilis__banner-tailed_kangaroo_rat__HLdipSpe1__GCF_019054845.1	Dipodomys_spectabilis__banner-tailed_kangaroo_rat__HLdipSpe1__GCF_019054845.1	Dipodomys_spectabilis__banner-tailed_kangaroo_rat__HLdipSpe1__GCF_019054845.1	HLdipSpe1	GCF_019054845.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Heteromyidae; Dipodomyinae; Dipodomys	9612466	9612466	14593	99	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	20	0	0	0	0	0	20	0	30	30	80	0.8	0.3	20	135.88	2.13315553819799	Dipodomys spectabilis	banner-tailed kangaroo rat		105255	NCBI	ASM1905484v1	Contig	2021-06-29	Auburn University	504	Dipodomys spectabilis	Dipodomys spectabilis	Omnivore	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Thomomys bottae	Thomomys_bottae	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2B__GCA_031878665.1	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2B__GCA_031878665.1	Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2B__GCA_031878665.1	HLthoBot2B	GCA_031878665.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Geomyidae; Thomomys	6183328	61325068	14174	595	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	114.75	2.0597526942093	Thomomys bottae	Bottas pocket gopher		10013	NCBI	mThoBot2.hap2	Chromosome	2023-09-25	Vertebrate Genomes Project	427	Thomomys bottae	Thomomys bottae	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Geomys bursarius	Geomys_bursarius	Geomys_bursarius__Plains_pocket_gopher__HLgeoBur1__GCA_040207655.1	Geomys_bursarius__Plains_pocket_gopher__HLgeoBur1__GCA_040207655.1	Geomys_bursarius__Plains_pocket_gopher__HLgeoBur1__GCA_040207655.1	HLgeoBur1	GCA_040207655.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Geomyidae; Geomys	11757861	13070852	14710	111	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	203.75	2.30909761741201	Geomys bursarius	Plains pocket gopher	Mus bursarius	27682	NCBI	GeBurs	Scaffold	2024-06-17	Texas Tech University	375	Geomys bursarius	Geomys bursarius	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Castor fiber	Castor_fiber	Castor_fiber__Eurasian_beaver__HLcasFibe1__GCA_977036005.1	Castor_fiber__Eurasian_beaver__HLcasFibe1__GCA_977036005.1	Castor_fiber__Eurasian_beaver__HLcasFibe1__GCA_977036005.1	HLcasFibe1	GCA_977036005.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Castoridae; Castor	48519000	144294294	14912	36	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	19000	4.27875360095283	Castor fiber	Eurasian beaver		10185	NCBI	mCasFib1.1	Chromosome	2025-11-13	WELLCOME SANGER INSTITUTE	248	Castor fiber	Castor fiber	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Castor canadensis	Castor_canadensis	Castor_canadensis__American_beaver__HLcasCana5__GCA_001984765.2	Castor_canadensis__American_beaver__HLcasCana5__GCA_001984765.2	Castor_canadensis__American_beaver__HLcasCana5__GCA_001984765.2	HLcasCana5	GCA_001984765.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Castoridae; Castor	144908913	158004004	15030	5	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	21820	4.33885474625232	Castor canadensis	American beaver		51338	NCBI	ASM198476v2	Chromosome	2026-01-29	Hospital for Sick Children	161	Castor canadensis	Castor canadensis	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Myospalax psilurus	Myospalax_psilurus	Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1	Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1	Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1	HLmyoPsil1	GCA_049190895.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Spalacidae; Myospalacinae; Myospalax	23106468	76917133	14849	49	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	0	0	50	50	100	1	0.5	0	259.21	2.4136517520637	Myospalax psilurus	Transbaikal zokor		146129	NCBI	ASM4919089v1	Chromosome	2025-03-31	Lanzhou University	298	Myospalax psilurus	Myospalax psilurus	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Eospalax fontanierii	Eospalax_fontanierii	Eospalax_fontanierii__Chinese_zokor__HLeosFon1__GCA_035773235.1	Eospalax_fontanierii__Chinese_zokor__HLeosFon1__GCA_035773235.1	Eospalax_fontanierii__Chinese_zokor__HLeosFon1__GCA_035773235.1	HLeosFon1	GCA_035773235.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Spalacidae; Myospalacinae; Eospalax	59200000	82041474	14947	32	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	0	0	50	50	100	1	0.5	0	256.76	2.40952736701224	Eospalax fontanierii	Chinese zokor	Myospalax fontanierii	146134	NCBI	ASM3577323v1	Chromosome	2024-01-24	Lanzhou University	217	Eospalax fontanierii	Eospalax fontanierii	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Acomys russatus	Acomys_russatus	Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1	Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1	Acomys_russatus__golden_spiny_mouse__HLacoRus1__GCA_903995435.1	HLacoRus1	GCA_903995435.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Deomyinae; Acomys	4450755	66475698	14490	65	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	20	0	0	0	40	0	0	0	10	30	40	0.4	0.3	60	49.75	1.69679308508174	Acomys russatus	golden spiny mouse		60746	NCBI	mAcoRus1.1	Chromosome	2020-08-21	SC	641	Acomys russatus	Acomys russatus	Omnivore	TRUE	40	40	20	0	0.4	0.4	0.2	0	100	PGA_CN_primary	0	0
Acomys kempi	Acomys_kempi	Acomys_kempi__Kemps_spiny_mouse__HLacoKem1__GCA_907164505.1	Acomys_kempi__Kemps_spiny_mouse__HLacoKem1__GCA_907164505.1	Acomys_kempi__Kemps_spiny_mouse__HLacoKem1__GCA_907164505.1	HLacoKem1	GCA_907164505.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Deomyinae; Acomys	33625	125230826	13999	541	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	30	0	0	0	0	70	70	0.7	0.7	30	22	1.34242268082221	Acomys kempi	Kemps spiny mouse		83762	NCBI	mAcoKem2_REL_1905	Chromosome	2021-07-06	WELLCOME TRUST SANGER INSTITUTE	656	Acomys kempi	Acomys kempi	Omnivore	TRUE	70	30	0	0	0.7	0.3	0	0	100	PGA_CN_primary	0	0
Acomys percivali	Acomys_percivali	Acomys_percivali__Percivals_spiny_mouse__HLacoPer1__GCA_907169655.1	Acomys_percivali__Percivals_spiny_mouse__HLacoPer1__GCA_907169655.1	Acomys_percivali__Percivals_spiny_mouse__HLacoPer1__GCA_907169655.1	HLacoPer1	GCA_907169655.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Deomyinae; Acomys	26477	126270630	13905	625	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	30	0	0	0	0	70	70	0.7	0.7	30	22	1.34242268082221	Acomys percivali	Percivals spiny mouse		83527	NCBI	mAcoPer2_REL_1905	Chromosome	2021-07-06	WELLCOME TRUST SANGER INSTITUTE	666	Acomys percivali	Acomys percivali	Omnivore	TRUE	70	30	0	0	0.7	0.3	0	0	100	PGA_CN_primary	0	0
Acomys cahirinus	Acomys_cahirinus	Acomys_cahirinus__Egyptian_spiny_mouse__HLacoCah2	Acomys_cahirinus__Egyptian_spiny_mouse__HLacoCah2	Acomys_cahirinus__Egyptian_spiny_mouse__HLacoCah2	HLacoCah2	https://zenodo.org/record/7761277#.ZEKxiRVBwsw	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Deomyinae; Acomys	57643754	127770522	14896	32	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	30	0	0	0	0	70	70	0.7	0.7	30	52.45	1.71974549252958	Acomys cahirinus	Egyptian spiny mouse	Cairo spiny mouse,Acomys airensis,Acomys albigena	10068	https://zenodo.org/record/7761277#.ZEKxiRVBwsw			2023-04-23		268	Acomys cahirinus	Acomys cahirinus	Omnivore	TRUE	70	30	0	0	0.7	0.3	0	0	100	PGA_CN_primary	0	0
Acomys dimidiatus	Acomys_dimidiatus	Acomys_dimidiatus__Eastern_spiny_mouse__HLacoDim1__GCA_907164435.1	Acomys_dimidiatus__Eastern_spiny_mouse__HLacoDim1__GCA_907164435.1	Acomys_dimidiatus__Eastern_spiny_mouse__HLacoDim1__GCA_907164435.1	HLacoDim1	GCA_907164435.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Deomyinae; Acomys	33040	124365287	14220	450	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	10	0	0	0	30	0	0	0	10	50	60	0.6	0.5	40	28.81	1.45954325828041	Acomys dimidiatus	Eastern spiny mouse		60744	NCBI	mAcoDim1_REL_1905	Chromosome	2021-07-06	WELLCOME TRUST SANGER INSTITUTE	526	Acomys dimidiatus	Acomys dimidiatus	Omnivore	TRUE	60	30	10	0	0.6	0.3	0.1	0	100	PGA_CN_primary	0	0
Acomys minous	Acomys_minous	Acomys_minous__Crete_spiny_mouse__HLacoMin1__GCA_964271855.1	Acomys_minous__Crete_spiny_mouse__HLacoMin1__GCA_964271855.1	Acomys_minous__Crete_spiny_mouse__HLacoMin1__GCA_964271855.1	HLacoMin1	GCA_964271855.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Deomyinae; Acomys	29281624	122851966	14840	42	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	30	0	0	0	0	70	70	0.7	0.7	30	62.5	1.79588001734408	Acomys minous	Crete spiny mouse		83528	NCBI	mAcoMin1	Chromosome	2024-10-03	Genoscope CEA	314	Acomys minous	Acomys minous	Omnivore	TRUE	70	30	0	0	0.7	0.3	0	0	100	PGA_CN_primary	0	0
Pachyuromys duprasi	Pachyuromys_duprasi	Pachyuromys_duprasi__fat-tailed_gerbil__HLpacDup1	Pachyuromys_duprasi__fat-tailed_gerbil__HLpacDup1	Pachyuromys_duprasi__fat-tailed_gerbil__HLpacDup1	HLpacDup1	DNA Zoo Consortium	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Pachyuromys	47150	70283636	14084	563	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	47.5	1.67669360962487	Pachyuromys duprasi	fat-tailed gerbil		298894	DNA Zoo Consortium			2021-04-11		549	Pachyuromys duprasi	Pachyuromys duprasi	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	0	0
Psammomys obesus	Psammomys_obesus	Psammomys_obesus__fat_sand_rat__HLpsaObe1__GCA_002215935.2	Psammomys_obesus__fat_sand_rat__HLpsaObe1__GCA_002215935.2	Psammomys_obesus__fat_sand_rat__HLpsaObe1__GCA_002215935.2	HLpsaObe1	GCA_002215935.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Psammomys	76389	10472398	14511	137	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	149.58	2.17487352888742	Psammomys obesus	fat sand rat		48139	NCBI	ASM221593v2	Scaffold	2020-02-10	Department of Zoology, University of Oxford, UK	548	Psammomys obesus	Psammomys obesus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Meriones unguiculatus	Meriones_unguiculatus	Meriones_unguiculatus__Mongolian_gerbil__HLmerUng2__GCF_030254825.1	Meriones_unguiculatus__Mongolian_gerbil__HLmerUng2__GCF_030254825.1	Meriones_unguiculatus__Mongolian_gerbil__HLmerUng2__GCF_030254825.1	HLmerUng2	GCF_030254825.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Meriones	50173090	122584302	14763	41	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	10	0	20	50	80	0.8	0.5	20	53.3	1.72672720902657	Meriones unguiculatus	Mongolian gerbil	Mongolian jird	10047	NCBI	Bangor_MerUng_6.1	Chromosome	2023-06-12	Bangor University	392	Meriones unguiculatus	Meriones unguiculatus	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Apodemus speciosus	Apodemus_speciosus	Apodemus_speciosus__Large_Japanese_field_mouse__HLapoSpe1__GCA_045298715.1	Apodemus_speciosus__Large_Japanese_field_mouse__HLapoSpe1__GCA_045298715.1	Apodemus_speciosus__Large_Japanese_field_mouse__HLapoSpe1__GCA_045298715.1	HLapoSpe1	GCA_045298715.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Apodemus	2358870	119829018	13538	124	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	20	0	20	40	80	0.8	0.4	20	33.8	1.52891670027765	Apodemus speciosus	Large Japanese field mouse		105296	NCBI	Apodemus_speciosus_assembly02	Scaffold	2024-09-08	National Institute for Environmental Studies, Japan	1534	Apodemus speciosus	Apodemus speciosus	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Apodemus agrarius	Apodemus_agrarius	Apodemus_agrarius__Eurasian_field_mouse__HLapoAgr1__GCA_964023405.1	Apodemus_agrarius__Eurasian_field_mouse__HLapoAgr1__GCA_964023405.1	Apodemus_agrarius__Eurasian_field_mouse__HLapoAgr1__GCA_964023405.1	HLapoAgr1	GCA_964023405.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Apodemus	35188814	119125257	14891	39	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	20	0	20	40	80	0.8	0.4	20	23.3	1.36735592102602	Apodemus agrarius	Eurasian field mouse	Mus agrarius,striped field mouse,Apodemus pratensis,Old World field mouse	39030	NCBI	mApoAgr2.1	Chromosome	2024-04-12	Centro Nacional de Análisis Genómico	266	Apodemus agrarius	Apodemus agrarius	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Apodemus sylvaticus	Apodemus_sylvaticus	Apodemus_sylvaticus__European_woodmouse__HLapoSyl2__GCF_947179515.1	Apodemus_sylvaticus__European_woodmouse__HLapoSyl2__GCF_947179515.1	Apodemus_sylvaticus__European_woodmouse__HLapoSyl2__GCF_947179515.1	HLapoSyl2	GCF_947179515.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Apodemus; Sylvaemus group	4449850	120938251	14744	54	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	20	0	20	40	80	0.8	0.4	20	30.45	1.48358729696889	Apodemus sylvaticus	European woodmouse	Long-tailed field mouse,Mus sylvaticus,Sylvaemus sylvaticus	10129	NCBI	mApoSyl1.1	Chromosome	2022-10-28	WELLCOME SANGER INSTITUTE	398	Apodemus sylvaticus	Apodemus sylvaticus	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Tokudaia muenninki	Tokudaia_muenninki	Tokudaia_muenninki__Okinawa_island_spiny_rat__HLtokMue1__GCA_036184385.1	Tokudaia_muenninki__Okinawa_island_spiny_rat__HLtokMue1__GCA_036184385.1	Tokudaia_muenninki__Okinawa_island_spiny_rat__HLtokMue1__GCA_036184385.1	HLtokMue1	GCA_036184385.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Tokudaia	19740843	121843864	14857	49	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	10	0	20	60	90	0.9	0.6	10	177.4	2.24895361549571	Tokudaia muenninki	Okinawa island spiny rat	Tokudamys osimensis muenninki	742503	NCBI	Tmue1	Scaffold	2023-09-08	Hokkaido University, Graduate School of Life Science	290	Tokudaia muenninki	Tokudaia muenninki	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	0	0
Mus spretus	Mus_spretus	Mus_spretus__Western_wild_mouse__HLmusSpr2__GCA_921997135.2	Mus_spretus__Western_wild_mouse__HLmusSpr2__GCA_921997135.2	Mus_spretus__Western_wild_mouse__HLmusSpr2__GCA_921997135.2	HLmusSpr2	GCA_921997135.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	10023970	129120363	14885	59	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	0	0	20	60	80	0.8	0.6	20	12.8	1.10720996964787	Mus spretus	Western wild mouse	Mus musculus spretus,Algerian mouse	10096	NCBI	SPRET_EiJ_v3	Chromosome	2022-06-30	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	252	Mus spretus	Mus spretus	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Mus musculus	Mus_musculus	Mus_musculus__house_mouse__mm39__GCF_000001635.27	Mus_musculus__house_mouse__mm39__GCF_000001635.27	Mus_musculus__house_mouse__mm39__GCF_000001635.27	mm39	GCF_000001635.27	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	59462871	106145001	14915	56	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	0	0	20	60	80	0.8	0.6	20	16.25	1.21085336531489	Mus musculus	house mouse	mouse,LK3 transgenic mice,transgenic mice,nude mice,Mus sp. 129SV	10090	NCBI	GRCm39	Chromosome	2020-06-24	Genome Reference Consortium	225	Mus musculus	Mus musculus	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Mus minutoides	Mus_minutoides	Mus_minutoides__Southern_African_pygmy_mouse__HLmusMin1__GCA_902729475.2	Mus_minutoides__Southern_African_pygmy_mouse__HLmusMin1__GCA_902729475.2	Mus_minutoides__Southern_African_pygmy_mouse__HLmusMin1__GCA_902729475.2	HLmusMin1	GCA_902729475.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Nannomys	74168	6564238	14580	233	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	20	0	0	0	0	0	0	0	20	60	80	0.8	0.6	20	7.01	0.845718017966659	Mus minutoides	Southern African pygmy mouse	Nannomys minutoides	10105	NCBI	Mus_minutoides_I6164_v1	Scaffold	2020-09-25	INSTITUT DES SCIENCES DE L'EVOLUTION DE MONTPELLIER, UNIVERSITE DE MONTPELLIER, CNRS-EPHE-IRD-UM	383	Mus minutoides	Mus minutoides	Plant_dominant	TRUE	80	0	20	0	0.8	0	0.2	0	100	PGA_CN_primary	0	0
Arvicanthis niloticus	Arvicanthis_niloticus	Arvicanthis_niloticus__Nile_rat__HLarvNilo2__GCF_011762505.2	Arvicanthis_niloticus__Nile_rat__HLarvNilo2__GCF_011762505.2	Arvicanthis_niloticus__Nile_rat__HLarvNilo2__GCF_011762505.2	HLarvNilo2	GCF_011762505.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Arvicanthis	11143170	82689117	14738	80	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	0	0	30	70	100	1	0.7	0	106.9	2.02897770520878	Arvicanthis niloticus	Nile rat	Mus niloticus,African grass rat	61156	NCBI	mArvNil1.pat.X	Chromosome	2025-01-29	Vertebrate Genomes Project	378	Arvicanthis niloticus	Arvicanthis niloticus	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
