id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_51313_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#51313	ENSBTAG00000050440	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG	4
HLbosTau10.XM_024987413_ENSBTAG00000046686_17721_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.XM_024987413#ENSBTAG00000046686#17721	ENSBTAG00000046686	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_2332_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000005399#PAG11#2332	PAG11	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG	4
hg38.ENST00000325558.11_PGA3_73_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	hg38.ENST00000325558.11#PGA3#73	PGA3	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PGA	38
HLbosTau10.NM_176625_PAG16_400_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.NM_176625#PAG16#400	PAG16	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_7330_Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	HLbosTau10.ENSBTAT00000005399#PAG11#7330	PAG11	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	PAG	4
mm10.ENSMUST00000025647_Pga5_70_Mustela_erminea__ermine__HLmusErm1__GCA_009829155.1	mm10.ENSMUST00000025647#Pga5#70	Pga5	Mustela_erminea__ermine__HLmusErm1__GCA_009829155.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_3749_Mustela_erminea__ermine__HLmusErm1__GCA_009829155.1	hg38.ENST00000312403.10#PGA5#3749	PGA5	Mustela_erminea__ermine__HLmusErm1__GCA_009829155.1	PGA	38
mm10.ENSMUST00000025647_Pga5_77_Mustela_eversmannii__Steppe_polecat__HLmusEve1__GCA_963422785.1	mm10.ENSMUST00000025647#Pga5#77	Pga5	Mustela_eversmannii__Steppe_polecat__HLmusEve1__GCA_963422785.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_3553_Mustela_eversmannii__Steppe_polecat__HLmusEve1__GCA_963422785.1	hg38.ENST00000312403.10#PGA5#3553	PGA5	Mustela_eversmannii__Steppe_polecat__HLmusEve1__GCA_963422785.1	PGA	38
mm10.ENSMUST00000025647_Pga5_69_Mustela_lutreola__European_mink__HLmusLut1__GCF_030435805.1	mm10.ENSMUST00000025647#Pga5#69	Pga5	Mustela_lutreola__European_mink__HLmusLut1__GCF_030435805.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_3843_Mustela_lutreola__European_mink__HLmusLut1__GCF_030435805.1	hg38.ENST00000312403.10#PGA5#3843	PGA5	Mustela_lutreola__European_mink__HLmusLut1__GCF_030435805.1	PGA	38
mm10.ENSMUST00000025647_Pga5_72_Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	mm10.ENSMUST00000025647#Pga5#72	Pga5	Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_5667_Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	hg38.ENST00000312403.10#PGA5#5667	PGA5	Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1	PGA	38
hg38.ENST00000312403.10_PGA5_3443_Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	hg38.ENST00000312403.10#PGA5#3443	PGA5	Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	PGA	38
mm10.ENSMUST00000025647_Pga5_69_Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	mm10.ENSMUST00000025647#Pga5#69	Pga5	Mustela_nivalis__least_weasel__HLmusNiv1__GCA_019141155.1	PGA-like	16
mm10.ENSMUST00000025647_Pga5_67_Mustela_putorius_furo__domestic_ferret__HLmusFur2__GCA_011764305.1	mm10.ENSMUST00000025647#Pga5#67	Pga5	Mustela_putorius_furo__domestic_ferret__HLmusFur2__GCA_011764305.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_4770_Mustela_putorius_furo__domestic_ferret__HLmusFur2__GCA_011764305.1	hg38.ENST00000312403.10#PGA5#4770	PGA5	Mustela_putorius_furo__domestic_ferret__HLmusFur2__GCA_011764305.1	PGA	38
mm10.ENSMUST00000025647_Pga5_67_Mustela_putorius_furo__domestic_ferret__HLmusPutFur2__GCF_011764305.1	mm10.ENSMUST00000025647#Pga5#67	Pga5	Mustela_putorius_furo__domestic_ferret__HLmusPutFur2__GCF_011764305.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_4567_Mustela_putorius_furo__domestic_ferret__HLmusPutFur2__GCF_011764305.1	hg38.ENST00000312403.10#PGA5#4567	PGA5	Mustela_putorius_furo__domestic_ferret__HLmusPutFur2__GCF_011764305.1	PGA	38
mm10.ENSMUST00000025647_Pga5_64_Mus_minutoides__Southern_African_pygmy_mouse__HLmusMin1__GCA_902729475.2	mm10.ENSMUST00000025647#Pga5#64	Pga5	Mus_minutoides__Southern_African_pygmy_mouse__HLmusMin1__GCA_902729475.2	PGA-like	21
mm10.ENSMUST00000025647_Pga5_20_Mus_musculus_molossinus__Japanese_wild_mouse__HLmusMusMol40__GCA_921999095.1	mm10.ENSMUST00000025647#Pga5#20	Pga5	Mus_musculus_molossinus__Japanese_wild_mouse__HLmusMusMol40__GCA_921999095.1	PGA-like	21
HLbosTau10.ENSBTAT00000005399_PAG11_4327_Mus_musculus__House_mouse__HLmusMusc41__GCA_949316315.1	HLbosTau10.ENSBTAT00000005399#PAG11#4327	PAG11	Mus_musculus__House_mouse__HLmusMusc41__GCA_949316315.1	PGA-like	21
HLbosTau10.ENSBTAT00000005399_PAG11_5522_Mus_musculus__house_mouse__mm10__GCF_000001635.20	HLbosTau10.ENSBTAT00000005399#PAG11#5522	PAG11	Mus_musculus__house_mouse__mm10__GCF_000001635.20	PGA-like	21
HLbosTau10.ENSBTAT00000005399_PAG11_5219_Mus_musculus__house_mouse__mm39__GCF_000001635.27	HLbosTau10.ENSBTAT00000005399#PAG11#5219	PAG11	Mus_musculus__house_mouse__mm39__GCF_000001635.27	PGA-like	21
mm10.ENSMUST00000025647_Pga5_20_Mus_spretus__Western_wild_mouse__HLmusSpr2__GCA_921997135.2	mm10.ENSMUST00000025647#Pga5#20	Pga5	Mus_spretus__Western_wild_mouse__HLmusSpr2__GCA_921997135.2	PGA-like	21
hg38.ENST00000312403.10_PGA5_20_Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1	hg38.ENST00000312403.10#PGA5#20	PGA5	Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1	PGA-like	20
hg38.ENST00000312403.10_PGA5_5857_Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	hg38.ENST00000312403.10#PGA5#5857	PGA5	Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	PGA	35
mm10.ENSMUST00000025647_Pga5_71_Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	mm10.ENSMUST00000025647#Pga5#71	Pga5	Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_11841_Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	mm10.ENSMUST00000025647#Pga5#11841	Pga5	Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1	PGA-like	15
hg38.ENST00000325558.11_PGA3_70_Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	hg38.ENST00000325558.11#PGA3#70	PGA3	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	PGA	35
mm10.ENSMUST00000025647_Pga5_71_Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	mm10.ENSMUST00000025647#Pga5#71	Pga5	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	PGA-like	15
mm10.ENSMUST00000025647_Pga5_19998_Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	mm10.ENSMUST00000025647#Pga5#19998	Pga5	Myotis_daubentonii__Daubentons_bat__HLmyoDaub3A__GCA_963259705.2	PGA-like	15
HLbosTau10.ENSBTAT00000030466_PAG18_180499_Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	HLbosTau10.ENSBTAT00000030466#PAG18#180499	PAG18	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_61251_Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	mm10.ENSMUST00000025647#Pga5#61251	Pga5	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_3693_Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	hg38.ENST00000312403.10#PGA5#3693	PGA5	Myotis_emarginatus__Geoffroys_bat__HLmyoEma1A__GCA_965115925.1	PGA	35
hg38.ENST00000312403.10_PGA5_31_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	hg38.ENST00000312403.10#PGA5#31	PGA5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA	35
mm10.ENSMUST00000025647_Pga5_15622_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	mm10.ENSMUST00000025647#Pga5#15622	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
HLbosTau10.ENSBTAT00000038954_PAG21_4951_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	HLbosTau10.ENSBTAT00000038954#PAG21#4951	PAG21	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
mm10.ENSMUST00000025647_Pga5_221_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	mm10.ENSMUST00000025647#Pga5#221	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_2263_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	HLbosTau10.ENSBTAT00000005384#PAG10#2263	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
mm10.ENSMUST00000025647_Pga5_17260_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	mm10.ENSMUST00000025647#Pga5#17260	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_42_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	HLbosTau10.ENSBTAT00000005384#PAG10#42	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
mm10.ENSMUST00000025647_Pga5_13660_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	mm10.ENSMUST00000025647#Pga5#13660	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_2587_Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	HLbosTau10.ENSBTAT00000005384#PAG10#2587	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2A__GCA_964094495.2	PGA-like	15
hg38.ENST00000312403.10_PGA5_30_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	hg38.ENST00000312403.10#PGA5#30	PGA5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA	35
HLbosTau10.ENSBTAT00000005384_PAG10_268484_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000005384#PAG10#268484	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000050648_PAG9_61059_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000050648#PAG9#61059	PAG9	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_2850_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000005384#PAG10#2850	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
hg38.ENST00000378149.9_PGA4_30_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	hg38.ENST00000378149.9#PGA4#30	PGA4	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000038954_PAG21_87692_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000038954#PAG21#87692	PAG21	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_54911_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	mm10.ENSMUST00000025647#Pga5#54911	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_40_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000005384#PAG10#40	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_1711_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000005384#PAG10#1711	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000030243_PAG3_10734_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000030243#PAG3#10734	PAG3	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
HLbosTau10.ENSBTAT00000030466_PAG18_305626_Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	HLbosTau10.ENSBTAT00000030466#PAG18#305626	PAG18	Myotis_mystacinus__Whiskered_bat__HLmyoMys2B__GCA_964195625.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_31_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	hg38.ENST00000312403.10#PGA5#31	PGA5	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA	35
mm10.ENSMUST00000025647_Pga5_18717_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	mm10.ENSMUST00000025647#Pga5#18717	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
HLbosTau10.ENSBTAT00000038954_PAG21_4965_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	HLbosTau10.ENSBTAT00000038954#PAG21#4965	PAG21	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
mm10.ENSMUST00000025647_Pga5_219_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	mm10.ENSMUST00000025647#Pga5#219	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
mm10.ENSMUST00000025647_Pga5_21619_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	mm10.ENSMUST00000025647#Pga5#21619	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_2324_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	HLbosTau10.ENSBTAT00000005384#PAG10#2324	PAG10	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
HLbosTau10.ENSBTAT00000050648_PAG9_384236_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	HLbosTau10.ENSBTAT00000050648#PAG9#384236	PAG9	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
HLbosTau10.ENSBTAT00000025593_PAG5_399583_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	HLbosTau10.ENSBTAT00000025593#PAG5#399583	PAG5	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
mm10.ENSMUST00000025647_Pga5_15447_Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	mm10.ENSMUST00000025647#Pga5#15447	Pga5	Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3	PGA-like	15
HLbosTau10.ENSBTAT00000050648_PAG9_43322_Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	HLbosTau10.ENSBTAT00000050648#PAG9#43322	PAG9	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	PGA-like	15
HLbosTau10.NM_176625_PAG16_62764_Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	HLbosTau10.NM_176625#PAG16#62764	PAG16	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	PGA-like	15
HLbosTau10.ENSBTAT00000030466_PAG18_367330_Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	HLbosTau10.ENSBTAT00000030466#PAG18#367330	PAG18	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_69_Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	hg38.ENST00000312403.10#PGA5#69	PGA5	Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1	PGA	35
mm10.ENSMUST00000025647_Pga5_69_Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	mm10.ENSMUST00000025647#Pga5#69	Pga5	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	PGA-like	15
HLbosTau10.ENSBTAT00000013786_PAG7_23114_Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	HLbosTau10.ENSBTAT00000013786#PAG7#23114	PAG7	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_3142_Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	hg38.ENST00000312403.10#PGA5#3142	PGA5	Myotis_nattereri__Natterers_bat__HLmyoNat1B__GCA_964212025.1	PGA	35
hg38.ENST00000312403.10_PGA5_4088_Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	hg38.ENST00000312403.10#PGA5#4088	PGA5	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	PGA	35
mm10.ENSMUST00000025647_Pga5_222_Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	mm10.ENSMUST00000025647#Pga5#222	Pga5	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_1200_Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	HLbosTau10.ENSBTAT00000005384#PAG10#1200	PAG10	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_81802_Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	mm10.ENSMUST00000025647#Pga5#81802	Pga5	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_280936_Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	mm10.ENSMUST00000025647#Pga5#280936	Pga5	Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_5403_Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	hg38.ENST00000312403.10#PGA5#5403	PGA5	Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	PGA	35
HLbosTau10.ENSBTAT00000005384_PAG10_235047_Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	HLbosTau10.ENSBTAT00000005384#PAG10#235047	PAG10	Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	PGA-like	15
HLbosTau10.ENSBTAT00000005399_PAG11_27164_Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	HLbosTau10.ENSBTAT00000005399#PAG11#27164	PAG11	Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_31_Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	hg38.ENST00000312403.10#PGA5#31	PGA5	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	PGA	35
HLbosTau10.ENSBTAT00000005384_PAG10_2671_Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	HLbosTau10.ENSBTAT00000005384#PAG10#2671	PAG10	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_40877_Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	mm10.ENSMUST00000025647#Pga5#40877	Pga5	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_349178_Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	HLbosTau10.ENSBTAT00000005384#PAG10#349178	PAG10	Myotis_yumanensis__Yuma_myotis__HLmyoYum1A__GCA_028536395.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_29_Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	hg38.ENST00000312403.10#PGA5#29	PGA5	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	PGA	35
HLbosTau10.ENSBTAT00000013786_PAG7_5021_Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	HLbosTau10.ENSBTAT00000013786#PAG7#5021	PAG7	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_2630_Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	HLbosTau10.ENSBTAT00000005384#PAG10#2630	PAG10	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_39986_Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	mm10.ENSMUST00000025647#Pga5#39986	Pga5	Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1	PGA-like	15
hg38.ENST00000325558.11_PGA3_3632_Myrmecophaga_tridactyla__giant_anteater__HLmyrTri2	hg38.ENST00000325558.11#PGA3#3632	PGA3	Myrmecophaga_tridactyla__giant_anteater__HLmyrTri2	PGA	36
hg38.ENST00000312403.10_PGA5_66_Neodon_fuscus__Smokey_vole__HLneoFus1__GCA_047571435.1	hg38.ENST00000312403.10#PGA5#66	PGA5	Neodon_fuscus__Smokey_vole__HLneoFus1__GCA_047571435.1	PGA-like	21
hg38.ENST00000312403.10_PGA5_83_Neodon_shergylaensis__Shergyla_mountain_vole__HLneoShe1__GCA_025134845.1	hg38.ENST00000312403.10#PGA5#83	PGA5	Neodon_shergylaensis__Shergyla_mountain_vole__HLneoShe1__GCA_025134845.1	PGA-like	21
mm10.ENSMUST00000025647_Pga5_73183_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	mm10.ENSMUST00000025647#Pga5#73183	Pga5	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA-like	15
HLbosTau10.ENSBTAT00000005384_PAG10_2169_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	HLbosTau10.ENSBTAT00000005384#PAG10#2169	PAG10	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA-like	15
HLbosTau10.ENSBTAT00000013786_PAG7_202776_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	HLbosTau10.ENSBTAT00000013786#PAG7#202776	PAG7	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA-like	15
HLbosTau10.ENSBTAT00000013786_PAG7_349905_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	HLbosTau10.ENSBTAT00000013786#PAG7#349905	PAG7	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_96762_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	mm10.ENSMUST00000025647#Pga5#96762	Pga5	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA-like	15
mm10.ENSMUST00000025647_Pga5_14760_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	mm10.ENSMUST00000025647#Pga5#14760	Pga5	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA-like	15
hg38.ENST00000312403.10_PGA5_3320_Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	hg38.ENST00000312403.10#PGA5#3320	PGA5	Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	PGA	35
